ID	ZT0	ZT4	ZT8	ZT12	ZT16	ZT20	ZT24	ZT28	ZT32	ZT36	ZT40	ZT44	ZT48	ZT52	ZT56	ZT60	ZT64	ZT68	ZT72	ZT76	ZT80	ZT84	ZT88	ZT92	ZT96	ZT100	ZT104	ZT108	ZT112	ZT116
OT_ostta07g01205	0.989342674383077	0.509026401410769	0.706420763433852	5.3325586262445	0.584908292871067	5.40985889871799	4.05724157533676	0.560078336340685	4.4548932869753	0.630876421650784	0.565111049964478	1.08559139293766	0.571804110489234	0.615304742414269	4.94898863651838	5.69741231126244	0.544499557235863	4.614136283287	0.748112306480595	0.617429498203705	0.822615995132505	4.44845214264998	0.655877573117002	4.60247774515675	3.81775694538399	0.440475451437976	5.6817390746603	0.534586982365623	0.434094183541936	0.587683460455495
OT_ostta04g04830	1.65290082930994	1.48845192171878	1.97968864116729	2.10734775586278	1.22255482024867	2.06720925788968	2.27973945080583	1.39218160242505	2.12900541741562	1.21781330843374	1.15928073234051	1.83632956820601	1.06638905949458	1.28717342188736	1.94605634046598	2.53416202505319	1.20309878014144	1.71498905790784	1.11225076425799	1.02514942528322	1.39225172269189	1.74220723595775	1.51967338142339	2.56333350164225	2.14904347657409	1.37402891585028	1.98919970667891	1.04387454441405	0.889810880374327	1.19625799101697
OT_ostta04g01400	0.502747582870533	0.197680251343819	0.38071937883882	0.627502978781619	0.304722790168458	0.652048934354734	0.870997810683531	0.51339713382351	0.509449033999405	0.513168435306157	0.287110489952306	0.549479819727684	0.402647777955586	0.31659074938409	0.45728654562138	0.720575088262906	0.210500874224413	0.537152213227435	0.440462349116436	0.375786236374359	0.400536392594847	0.558460024941512	0.252295662994268	0.815527724513665	0.659447400371844	0.453560880152151	0.517469468503927	0.369102271780448	0.236821367262976	0.436697747761567
PsaC	15.2762979654784	7.86641836818832	10.9735562567963	13.9609763404886	9.25314617664512	13.1878471099839	15.3974857376971	13.5049572001947	12.2853555105356	13.3602341240751	10.7120139729293	13.3424372557278	11.9924101665135	8.44297963180667	13.6098527809139	15.5260778670278	7.56727928542491	11.0124929032693	11.4541221851703	10.2374434427922	11.0180353465255	14.1167534202193	7.96625868860451	13.4955957213579	13.8317000407725	9.83197532334243	12.1634419469108	12.3072394005789	7.3229178485377	6.70783577774781
OT_ostta04g02490	0.0603909859177108	0.0346685676411725	0.0328027645541968	0.041214833523246	0.0410240430494456	0.0566301971918634	0.0742165036539958	0.0432364583629508	0.0676548890132821	0.0555210405120096	0.0734996233568883	0.0450621170503105	0.0619641450110338	0.0473917969009228	0.0574867094773365	0.055234420871475	0.0415510404254216	0.0606060513720195	0.0707926060698759	0.0481205689392412	0.0672519772233809	0.0646194473497662	0.0368621390505024	0.0825365271563883	0.0519100205594333	0.0310498750514107	0.0366092894473707	0.0580835111410429	0.0792809436573649	0.051479014208756
OT_ostta02g00130	0.473754975860332	0.441182219253603	0.58029434421077	0.616016265868131	0.498973224697651	0.582705484093776	0.619265984244269	0.513079090865643	0.758515321360601	0.669354907748797	0.590864302526665	0.567549144343312	0.688466955739334	0.536817552726878	0.577878496933255	0.740236500181511	0.554051361115544	0.688418361252298	0.50595523842406	0.754491872185823	0.626955359495382	0.658806729832372	0.61234205276471	0.763914980220809	0.616040274211273	0.531416088790494	0.600958090427707	0.530403523277513	0.608668085375749	0.622553509965988
OT_ostta05g00800	1.31943345661168	1.51602856189061	1.41731165282649	1.48265557986106	1.52277203788691	1.40687401382222	1.64122848811371	1.68481379797952	1.74919135131227	1.53005732810048	1.27671133939538	1.54879086394583	1.35813830062822	1.49837730832425	1.59153210054836	1.58371105597904	1.63797941756953	1.55058082980665	1.3050546199215	1.5887086269882	1.7533402252688	1.50341464755301	1.37428182104609	1.94394267476785	1.5965938495461	1.25655551972317	1.50285265051254	1.46667624805859	1.81958630219372	1.59653289645173
OT_ostta05g00250	0.13264726670714	0.147472254715801	0.154200076055378	0.187883236883209	0.181529573303505	0.147923745438892	0.170258935997047	0.153804995648729	0.157603229537736	0.163555197441199	0.144410806787751	0.154142002108524	0.151767213440582	0.229949460070813	0.133809503018859	0.204001018408807	0.188953487799491	0.16985855206598	0.1589340232887	0.179503003957431	0.149968028445855	0.173011323378341	0.183525849566887	0.199708989150262	0.166078334528334	0.0946119242166206	0.143345750977191	0.131768188470821	0.159817489196773	0.0866385637436487
AtpF	8.58635885733074	8.61161503135629	10.1126069145948	8.56828033986453	8.65855083339238	8.85014038064534	9.22769768047664	9.46638454249702	8.45383951580706	9.20405400975526	7.94466695668521	9.19522823512841	7.66257334883428	10.9164089266632	8.26662647594832	8.79964017998397	8.47764595809246	8.54107444235011	7.74394282740851	8.55319870362131	8.07823574103563	9.74602682612159	9.31984504687373	9.80614298695019	8.69578539280411	5.95458308675362	7.90792198895451	8.27228113774183	7.79128945330063	5.12217676274865
OT_ostta04g02230	0.322953521431092	0.378348057234761	0.326819474467315	0.255147379711057	0.310708874080817	0.32774578218719	0.388583514825019	0.480897588453945	0.312918628398367	0.356467751146948	0.310550471254176	0.383408551376884	0.275361408983179	0.436687319940766	0.319128692712742	0.36282604387641	0.330729468318904	0.333785334499759	0.321881383562633	0.391058122874043	0.307513132998384	0.358314410129275	0.383366399329318	0.416508469336381	0.325957762243101	0.129990413401792	0.334706759747088	0.285943207848332	0.272709395353523	0.164668091833966
