,,,,,,Normalised abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raw abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Directional Fold Change,,2 way ANOVA,,3rd order Polynomial ,,MaxTOST,,Mean of normalised abundance,,,,,,Standard deviation of normalised abundance,,,,,,Standard error of normalised abundance,,,,,,Mean of asinh normalised abundance,,,,,,Standard deviation of asinh normalised abundance,,,,,,Standard error of asinh normalised abundance,,,,,,Mean of log normalised abundance,,,,,,Standard deviation of log normalised abundance,,,,,,Standard error of log normalised abundance,,,,,
,,,,,,0,0,0,0,0,4,4,4,4,5,8,8,8,8,8,12,12,12,12,12,16,16,16,16,16,20,20,20,20,20,0,0,0,0,0,4,4,4,4,4,8,8,8,8,8,12,12,12,12,12,16,16,16,16,16,20,20,20,20,20,,,,,,,,,,,,UP,DOWN,,,,,0.30,,0,4,8,12,16,20,0,4,8,12,16,20,0,4,8,12,16,20,0,4,8,12,16,20,0,4,8,12,16,20,0,4,8,12,16,20,0,4,8,12,16,20,0,4,8,12,16,20,0,4,8,12,16,20
Accession,Peptide.count,Peptides.used.for.quantitation,Confidence.score,otid,Description,X140130_o1_07_so130116_ot_LD.R1.zt00,X140130_o1_09_so130116_ot_LD.R2.zt00,X140130_o1_19_so130116_ot_LD.R3.zt00,X140130_o1_24_so130116_ot_LD.R4.zt00,X140130_o1_26_so130116_ot_LD.R5.zt00,X140130_o1_06_so130116_ot_LD.R1.zt04,X140130_o1_13_so130116_ot_LD.R2.zt04,X140130_o1_18_so130116_ot_LD.R3.zt04,X140130_o1_23_so130116_ot_LD.R4.zt04,X140130_o1_31_so130116_ot_LD.R5.zt04,X140130_o1_03_so130116_ot_LD.R1.zt08,X140130_o1_10_so130116_ot_LD.R2.zt08,X140130_o1_15_so130116_ot_LD.R3.zt08,X140130_o1_25_so130116_ot_LD.R4.zt08,X140130_o1_30_so130116_ot_LD.R5.zt08,X140130_o1_04_so130116_ot_LD.R1.zt12,X140130_o1_12_so130116_ot_LD.R2.zt12,X140130_o1_14_so130116_ot_LD.R3.zt12,X140130_o1_20_so130116_ot_LD.R4.zt12,X140130_o1_27_so130116_ot_LD.R5.zt12,X140130_o1_02_so130116_ot_LD.R1.zt16,X140130_o1_08_so130116_ot_LD.R2.zt16,X140130_o1_16_so130116_ot_LD.R3.zt16,X140130_o1_21_so130116_ot_LD.R4.zt16,X140130_o1_28_so130116_ot_LD.R5.zt16,X140130_o1_05_so130116_ot_LD.R1.zt20,X140130_o1_11_so130116_ot_LD.R2.zt20,X140130_o1_17_so130116_ot_LD.R3.zt20,X140130_o1_22_so130116_ot_LD.R4.zt20,X140130_o1_29_so130116_ot_LD.R5.zt20,X140130_o1_07_so130116_ot_LD.R1.zt00.1,X140130_o1_09_so130116_ot_LD.R2.zt00.1,X140130_o1_19_so130116_ot_LD.R3.zt00.1,X140130_o1_24_so130116_ot_LD.R4.zt00.1,X140130_o1_26_so130116_ot_LD.R5.zt00.1,X140130_o1_06_so130116_ot_LD.R1.zt04.1,X140130_o1_13_so130116_ot_LD.R2.zt04.1,X140130_o1_18_so130116_ot_LD.R3.zt04.1,X140130_o1_23_so130116_ot_LD.R4.zt04.1,X140130_o1_31_so130116_ot_LD.R5.zt04.1,X140130_o1_03_so130116_ot_LD.R1.zt08.1,X140130_o1_10_so130116_ot_LD.R2.zt08.1,X140130_o1_15_so130116_ot_LD.R3.zt08.1,X140130_o1_25_so130116_ot_LD.R4.zt08.1,X140130_o1_30_so130116_ot_LD.R5.zt08.1,X140130_o1_04_so130116_ot_LD.R1.zt12.1,X140130_o1_12_so130116_ot_LD.R2.zt12.1,X140130_o1_14_so130116_ot_LD.R3.zt12.1,X140130_o1_20_so130116_ot_LD.R4.zt12.1,X140130_o1_27_so130116_ot_LD.R5.zt12.1,X140130_o1_02_so130116_ot_LD.R1.zt16.1,X140130_o1_08_so130116_ot_LD.R2.zt16.1,X140130_o1_16_so130116_ot_LD.R3.zt16.1,X140130_o1_21_so130116_ot_LD.R4.zt16.1,X140130_o1_28_so130116_ot_LD.R5.zt16.1,X140130_o1_05_so130116_ot_LD.R1.zt20.1,X140130_o1_11_so130116_ot_LD.R2.zt20.1,X140130_o1_17_so130116_ot_LD.R3.zt20.1,X140130_o1_22_so130116_ot_LD.R4.zt20.1,X140130_o1_29_so130116_ot_LD.R5.zt20.1,MFACC,MFName,BPACC,BPName,CCACC,CCName,INTERPROACC,INTERPROName,peak,trough,Fold change,max:mean,mean:min,pvalue,FDR,pvalue,FDR,pvalue,NEWcluster,zt0_mean,zt4_mean,zt8_mean,zt12_mean,zt16_mean,zt20_mean,zt0_sdev,zt4_sdev,zt8_sdev,zt12_sdev,zt16_sdev,zt20_sdev,zt0_sderr,zt4_sderr,zt8_sderr,zt12_sderr,zt16_sderr,zt20_sderr,zt0_mean_Asinh,zt4_mean_Asinh,zt8_mean_Asinh,zt12_mean_Asinh,zt16_mean_Asinh,zt20_mean_Asinh,zt0_sdev_Asinh,zt4_sdev_Asinh,zt8_sdev_Asinh,zt12_sdev_Asinh,zt16_sdev_Asinh,zt20_sdev_Asinh,zt0_sderr_Asinh,zt4_sderr_Asinh,zt8_sderr_Asinh,zt12_sderr_Asinh,zt16_sderr_Asinh,zt20_sderr_Asinh,zt0_mean_log,zt4_mean_log,zt8_mean_log,zt12_mean_log,zt16_mean_log,zt20_mean_log,zt0_sdev_log,zt4_sdev_log,zt8_sdev_log,zt12_sdev_log,zt16_sdev_log,zt20_sdev_log,zt0_sderr_log,zt4_sderr_log,zt8_sderr_log,zt12_sderr_log,zt16_sderr_log,zt20_sderr_log
ot|OT_ostta07g01205|gb|CAL54382.1,5,5,420.96,OT_ostta07g01205,Enamine/imine deaminase YjgF-like Endoribonuclease L-PSP TIGR00004: reactive intermediate/imine deaminase TRANSLATION INITIATION INHIBITOR RIBONUCLEASE UK114 Uncharacterized protein family UPF0076 signature. [O. tauri],1144307.715,4692722.685,661371.302,865294.1372,4415728.275,588760.9032,647808.954,711685.3112,714142.8613,509473.0176,817072.5692,5152657.426,5724141.491,951467.1216,6571660.496,6167788.931,729695.9372,6589788.586,5145207.424,618324.9635,676527.9543,653629.9269,629790.1161,758612.9462,502092.2703,6257196.52,1255631.59,5336842.189,5323357.608,679737.7883,1517799.23,4391153.374,655067.4583,876203.356,4838348.931,605549.046,393144.4712,573509.652,586586.0886,283689.4769,833814.16,6871740.328,6282473.327,1175543.493,7408237.206,9286774.856,601279.5586,6647372.442,4212178.145,716210.4931,750161.9149,849154.9872,629790.1161,572094.9297,598993.9897,7904212.382,1198331.424,5880401.489,3526385.587,642854.7891,GO:0019239,deaminase activity,,,,,"IPR006056, IPR013813, IPR006175, IPR019897","YjgF-like, Endoribo_LPSP/chorism_mut-like, YjgF/Yer057p/UK114, YjgF-like_CS",12,4,6.069227139,1.53,3.97,2.00E-02,8.20E-02,9.02E-01,9.25E-01,9.41E-01,2,2355885,634374,3843400,3850161,644131,3770553,2016490,86893,2748485,2946870,93041,2594505,901802,38860,1229160,1317880,41609,1160298,15.03,14.05,15.51,15.42,14.06,15.51,0.93,0.14,1.04,1.20,0.15,1.01,0.42,0.06,0.46,0.54,0.07,0.45,14.34,13.35,14.82,14.72,13.37,14.82,0.93,0.14,1.04,1.20,0.15,1.01,0.42,0.06,0.46,0.54,0.07,0.45
ot|OT_ostta04g04830|gb|CAL51905.1,7,7,437.57,OT_ostta04g04830,"Pyridine nucleotide-disulphide oxidoreductase, class I, active site FAD-dependent pyridine nucleotide reductase signature Pyridine nucleotide disulphide reductase class-I signature Pyridine nucleotide-disulphide oxidoreductase, dimerisatio [O. tauri",1911797.051,2636815.58,1233421.651,1286466.541,2485649.076,1721590.99,1610242.131,1488786.825,1185722.773,1589246.242,2289768.686,2462472.514,2250868.656,1610323.234,2300769.442,2437422.676,1408563.039,2931087.621,2015091.26,1207380.753,1414047.2,1340862.676,1391543.817,1757702.576,1029186.546,2390997.402,2123955.699,1983609.978,2964828.141,1383631.575,2535790.027,2467365.41,1221665.324,1302685.702,2723545.653,1770681.063,977229.1462,1199734.771,973934.6584,884938.7888,2336685.412,3284028.082,2470418.021,1989564.281,2593658.908,3670001.661,1160675.453,2956700.481,1649675.643,1398518.281,1567953.473,1741964.653,1391543.817,1325541.222,1227815.268,3020354.436,2027029.965,2185641.369,1964009.934,1308554.857,"GO:0016491, GO:0016668, GO:0050660","oxidoreductase activity, oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor, flavin adenine dinucleotide binding","GO:0045454, GO:0055114","cell redox homeostasis, oxidation-reduction process",,,"IPR012999, IPR001327, IPR023753, IPR013027, IPR004099, IPR016156","Pyr_OxRdtase_I_AS, Pyr_OxRdtase_NAD-bd_dom, Pyr_nucl-diS_OxRdtase_FAD/NAD, FAD_pyr_nucl-diS_OxRdtase, Pyr_nucl-diS_OxRdtase_dimer, FAD/NAD-linked_Rdtase_dimer",8,16,1.574161674,1.17,1.34,7.20E-02,1.93E-01,7.39E-01,8.20E-01,8.52E-01,8,1910830,1519118,2182841,1999909,1386669,2169405,653105,203893,330128,713536,259003,577890,292077,91184,147638,319103,115830,258440,15.11,14.92,15.28,15.15,14.82,15.25,0.36,0.14,0.17,0.37,0.19,0.28,0.16,0.06,0.08,0.17,0.09,0.13,14.41,14.23,14.59,14.46,14.13,14.56,0.36,0.14,0.17,0.37,0.19,0.28,0.16,0.06,0.08,0.17,0.09,0.13
ot|OT_ostta04g01400|gb|CEF97497.1,2,2,77.84,OT_ostta04g01400,"Manganese/iron superoxide dismutase, binding site Manganese superoxide dismutase signature MnSOD_FeSOD Iron/manganese superoxide dismutases, C-terminal domain Iron/manganese superoxide dismutases, alpha-hairpin domain SUPEROXIDE DISMUTASE [O. tauri]",581498.6516,1007426.84,465720.5058,509457.8631,762741.9051,228649.5125,593816.2107,366184.6155,434651.7192,524607.9789,440357.5254,589249.7315,528917.1845,463278.4203,598526.3833,725794.1218,593551.6918,833443.8447,645937.1712,426920.8647,352457.8124,332086.9489,243478.1922,291819.177,273921.1874,754184.6389,635550.4226,621291.979,943268.6358,505103.6232,771294.4639,942686.3815,461281.5026,515880.8667,835742.4306,235169.308,360377.174,295088.8659,357016.3138,292117.0661,449380.3292,785841.3258,580507.6812,572383.3439,674719.1862,1092820.568,489094.8148,840726.7658,528803.2554,494505.6744,390819.6635,431426.5263,243478.1922,220070.4225,326786.837,952700.709,606547.3736,684570.7909,624855.4328,477696.3834,"GO:0004784, GO:0046872","superoxide dismutase activity, metal ion binding","GO:0006801, GO:0055114","superoxide metabolic process, oxidation-reduction process",,,"IPR019831, IPR001189, IPR019833, IPR019832","Mn/Fe_SOD_N, Mn/Fe_SOD, Mn/Fe_SOD_BS, Mn/Fe_SOD_C",20,16,2.315895201,1.28,1.82,1.70E-04,2.65E-03,4.00E-01,5.63E-01,9.94E-01,8,665369,429582,524066,645130,298753,691880,222310,141794,71622,151859,43919,165921,99420,63412,32030,67914,19641,74202,14.06,13.61,13.85,14.05,13.29,14.12,0.32,0.37,0.14,0.25,0.15,0.23,0.14,0.17,0.06,0.11,0.07,0.10,13.37,12.92,13.16,13.35,12.60,13.42,0.32,0.37,0.14,0.25,0.15,0.23,0.14,0.17,0.06,0.11,0.07,0.10
ot|PsaC|gb|CAL36336.1,5,5,414.89,PsaC,PsaC 4Fe-4S dicluster domain PS_I_psaC: photosystem I iron-sulfur protein PsaC SUBFAMILY NOT NAMED 4Fe-4S ferredoxin-type iron-sulfur binding region signature. Photosystem I iron-sulfur center [psaC]. 4Fe-4S ferredoxin-type iron-sulfur bin [O. tauri,17668987.2,17809156.26,13870753.62,13248155.16,15998126.11,9098519.744,15620206.49,9765386.119,11840911.57,11371936.16,12692319.59,14209582.14,15741531.56,12743765.31,14068573.61,16147650.58,15452815.86,17957889.4,16327826.57,14234893.64,10702446.69,12389812.7,8752527.378,9213997.763,8469892.321,15253428.37,15432231.52,12737354.77,15609378.75,7758471.737,23435982.14,16664683.13,13738544.89,13415181.63,17529275.26,9357958.249,9479643.316,7869409.564,9725944.741,6332226.651,12952381.7,18950330.01,17276958,15745000.6,15859512.29,24313347.47,12733334.29,18114811.66,13366946.86,16488385.22,11867311.4,16096067.23,8752527.378,6948578.23,10104546.3,19268427.48,14727988.79,14034658.94,10340219.89,7337492.189,"GO:0051536, GO:0009055, GO:0051539","iron-sulfur cluster binding, electron carrier activity, 4 iron, 4 sulfur cluster binding","GO:0009773, GO:0015979","photosynthetic electron transport in photosystem I, photosynthesis","GO:0042651, GO:0009522","thylakoid membrane, photosystem I","IPR017896, IPR017491, IPR001450, IPR017900","4Fe4S_Fe-S-bd, PSI_PsaC, 4Fe4S-bd_dom, 4Fe4S_Fe_S_CS",12,16,1.617670431,1.20,1.35,1.50E-03,1.32E-02,5.83E-01,7.09E-01,9.45E-01,6,15719036,11539392,13891154,16024215,9905735,13358173,2107736,2543470,1256033,1357818,1633663,3343042,942608,1137474,561715,607235,730596,1495054,17.26,16.94,17.14,17.28,16.79,17.07,0.14,0.21,0.09,0.08,0.16,0.30,0.06,0.09,0.04,0.04,0.07,0.13,16.56,16.24,16.44,16.59,16.10,16.38,0.14,0.21,0.09,0.08,0.16,0.30,0.06,0.09,0.04,0.04,0.07,0.13
ot|OT_ostta04g02490|gb|CAL51665.1,3,3,159.53,OT_ostta04g02490,"Sodium/sulphate symporter dass: transporter, divalent anion:Na+ symporter (DASS) family Sodium:sulfate symporter transmembrane region SOLUTE CARRIER FAMILY 13 MEMBER DICARBOXYLATE TRANSPORTER 1, CHLOROPLASTIC Region of a membrane-bound pro [O. tauri",69857.02931,85847.99762,71676.58773,81887.82493,60047.71505,40105.78358,50015.63807,54821.81518,55664.73266,35920.30571,37947.74519,78258.65639,66497.86451,77792.6377,42350.47499,47677.37202,64224.31854,63892.8065,74747.78234,67188.14148,47456.69859,85018.83445,48066.23803,42642.92769,91705.66611,65507.1992,52127.24436,70105.77984,95471.16217,59549.20143,92657.72126,80331.13178,70993.40415,82920.22786,65794.7636,41249.3745,30353.65822,44178.00908,45722.16509,20001.47679,38725.28399,104368.1193,72984.05547,96113.28339,47741.71836,71787.31708,52921.72799,64451.12399,61193.05778,77824.53368,52621.93182,110451.135,48066.23803,32158.43184,109404.4782,82749.96851,49748.44172,77246.07878,63243.56827,56318.02438,GO:0005215,transporter activity,"GO:0006814, GO:0055085","sodium ion transport, transmembrane transport",GO:0016020,membrane,IPR001898,Na/sul_symport,0,4,1.561408057,1.18,1.33,1.41E-01,3.11E-01,1.68E-01,2.98E-01,8.54E-01,8,73863,47306,60569,63546,62978,68552,10244,8877,19290,9889,23387,16486,4581,3970,8627,4422,10459,7373,11.90,11.44,11.66,11.74,11.69,11.81,0.14,0.20,0.34,0.17,0.36,0.23,0.06,0.09,0.15,0.07,0.16,0.10,11.20,10.75,10.97,11.05,11.00,11.11,0.14,0.20,0.34,0.17,0.36,0.23,0.06,0.09,0.15,0.07,0.16,0.10
ot|OT_ostta02g00130|gb|CEG00904.1,8,8,434.3,OT_ostta02g00130,"Pyridine nucleotide-disulphide oxidoreductase, class I, active site Pyridine nucleotide disulphide reductase class-I signature FAD-dependent pyridine nucleotide reductase signature gluta_reduc_2: glutathione-disulfide reductase Pyridine nu [O. tauri",547965.017,716266.9908,796306.7089,585208.7129,712536.0472,510290.4844,593448.3536,620904.9016,872672.9157,614657.4221,671191.3363,877326.546,668397.1019,725160.7305,695091.5849,712508.2785,774201.1965,856184.7663,762000.8882,613486.2614,577133.1267,683416.8364,640837.9912,708258.5841,704009.1739,673980.126,656449.8929,796250.5032,883571.9377,720069.4321,726815.7593,670237.3919,788716.7318,592586.7473,780731.469,524841.0931,360153.9276,500354.5084,716800.265,342259.2298,684943.861,1170029.309,733592.4471,895940.5523,783577.2016,1072816.213,637952.5087,863666.4054,623820.0374,710605.7878,639948.8576,887852.2709,640837.9912,534121.052,839880.0157,851384.8078,626493.1063,877348.9038,585310.17,680998.0126,"GO:0016491, GO:0016668, GO:0004362, GO:0050660, GO:0050661","oxidoreductase activity, oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor, glutathione-disulfide reductase activity, flavin adenine dinucleotide binding, NADP binding","GO:0045454, GO:0006749, GO:0055114","cell redox homeostasis, glutathione metabolic process, oxidation-reduction process",,,"IPR006324, IPR012999, IPR001327, IPR023753, IPR013027, IPR004099, IPR016156","Glut-diS_reduct, Pyr_OxRdtase_I_AS, Pyr_OxRdtase_NAD-bd_dom, Pyr_nucl-diS_OxRdtase_FAD/NAD, FAD_pyr_nucl-diS_OxRdtase, Pyr_nucl-diS_OxRdtase_dimer, FAD/NAD-linked_Rdtase_dimer",20,4,1.161379825,1.07,1.09,3.30E-01,5.32E-01,6.20E-01,7.39E-01,1.59E-01,2,671657,642395,727433,743676,662731,746064,102435,136113,86844,89228,54797,93981,45810,60871,38838,39904,24506,42030,14.10,14.05,14.19,14.21,14.09,14.21,0.16,0.20,0.11,0.12,0.09,0.12,0.07,0.09,0.05,0.06,0.04,0.06,13.41,13.36,13.49,13.51,13.40,13.52,0.16,0.20,0.11,0.12,0.09,0.12,0.07,0.09,0.05,0.06,0.04,0.06
ot|OT_ostta05g00800|gb|CAL53836.1,4,4,218.45,OT_ostta05g00800,Photosystem I PsaG/PsaK protein Photosystem I psaG / psaK Photosystem I psaG and psaK proteins signature. [O. tauri],1526099.655,1898296.505,1570866.726,1509468.703,1846670.873,1753486.879,1948708.455,1733070.961,1837550.611,1453373.33,1639308.228,2023169.277,1840816.317,2027967.977,1738247.263,1714886.784,1769712.93,1831770.285,1738897.284,1696404.656,1761286.566,1476686.097,1894538.542,1589538.759,2104589.984,1627235.772,1791380.645,1793450.968,2248423.933,1846600.373,2024204.547,1776305.923,1555894.049,1528499.37,2023412.105,1803486.443,1182638.724,1396590.471,1509336.134,809280.7773,1672897.199,2698159.951,2020369.243,2505566.935,1959527.285,2582086.975,1458267.965,1847776.928,1423566.542,1964958.375,1952986.71,1918417.919,1894538.542,1198723.366,2510767.096,2055555.885,1709631.82,1976114.595,1489437.745,1746402.678,GO:0016168,chlorophyll binding,GO:0015979,photosynthesis,"GO:0016020, GO:0009522","membrane, photosystem I","IPR023618, IPR000549","PSI_PsaG/PsaK_dom, PSI_PsaG/PsaK",20,0,1.11443458,1.05,1.06,6.02E-01,7.67E-01,3.83E-01,5.46E-01,3.24E-02,2,1670280,1745238,1853902,1750334,1765328,1861418,186840,183931,172154,53158,248005,231495,83557,82257,76990,23773,110911,103528,15.02,15.06,15.12,15.07,15.07,15.12,0.11,0.11,0.09,0.03,0.14,0.12,0.05,0.05,0.04,0.01,0.06,0.05,14.32,14.37,14.43,14.37,14.38,14.43,0.11,0.11,0.09,0.03,0.14,0.12,0.05,0.05,0.04,0.01,0.06,0.05
ot|OT_ostta05g00250|gb|CEF97815.1,2,2,90.45,OT_ostta05g00250,"AMP-dependent synthetase/ligase AMP-binding enzyme FAMILY NOT NAMED LETHAL (2) 44DEA, ISOFORM D Putative AMP-binding domain signature. Acetyl-CoA synthetase-like [O. tauri]",153430.6009,196933.2764,175545.2492,183834.5756,192097.8795,170577.5836,177902.2033,265972.9534,207625.2158,109437.8935,178359.164,182295.3435,154774.8749,173464.2631,165804.7576,217318.0202,189179.5508,235960.2829,200116.7622,152413.8352,209969.2008,167036.63,218555.9014,212278.148,184856.4162,171099.79,178291.9941,196470.1815,230996.0056,100215.6888,203508.9381,184277.7166,173872.0441,186152.2749,210483.1892,175441.4949,107965.886,214333.5735,170540.1956,60938.21989,182013.6939,243114.6028,169871.5912,214316.1663,186911.8125,327213.455,155886.57,238022.1856,163827.6911,176542.1009,232822.4529,217003.5085,218555.9014,160085.921,220532.9355,216136.5835,170155.7216,216480.7403,153020.151,94777.92264,GO:0003824,catalytic activity,GO:0008152,metabolic process,,,"IPR000873, IPR020845","AMP-dep_Synth/Lig, AMP-binding_CS",12,8,1.164139827,1.08,1.08,7.53E-01,8.51E-01,5.53E-01,6.94E-01,2.43E-01,4,180368,186303,170940,198998,198539,175415,17124,57070,10932,31502,21793,47996,7658,25523,4889,14088,9746,21464,12.79,12.79,12.74,12.88,12.89,12.73,0.10,0.33,0.07,0.17,0.11,0.31,0.04,0.15,0.03,0.07,0.05,0.14,12.10,12.09,12.05,12.19,12.19,12.04,0.10,0.33,0.07,0.17,0.11,0.31,0.04,0.15,0.03,0.07,0.05,0.14
ot|AtpF|gb|CAL36371.1,11,10,600.61,AtpF,AtpF Coil ATP synthase B/B' CF(0) ATP synthase subunit b [atpF]. [O. tauri],9931222.415,10673012.27,8862747.073,8956861.216,10057788.11,9960434.39,10949083.96,12626221.44,9892868.483,6887239.271,11696522.26,9777946.955,9561411.282,9343513.455,9146523.956,9910312.312,10645665.36,10177909.37,11272525.8,9567951.617,10014721.61,9189024.181,9805482.131,10779592.41,9011623.606,10236319.27,10635457.23,9878845.234,11342057.78,5924455.569,13172682.08,9987130.495,8778272.024,9069785.082,11020399.2,10244449.84,6644816.801,10174805.84,8125851.763,3835016.26,11936180.76,13040166.82,10494029.79,11543968.47,10310882.48,14921852.91,8772175.698,10266847.47,9228371.741,11082630.9,11104733.65,11937803.63,9805482.131,8129244.554,10750829.47,12930717.66,10150113.07,10885009.18,7513391.362,5602990.89,GO:0015078,hydrogen ion transmembrane transporter activity,GO:0015986,ATP synthesis coupled proton transport,GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)",IPR002146,ATPase_F0-cplx_b/b'su_bac,12,20,1.074082499,1.04,1.03,9.60E-01,9.73E-01,8.36E-01,8.86E-01,1.24E-01,1,9696326,10063170,9905184,10314873,9760089,9603427,771591,2090465,1028871,664613,705798,2127155,345066,934884,460125,297224,315642,951293,16.78,16.80,16.80,16.84,16.78,16.75,0.08,0.22,0.10,0.06,0.07,0.26,0.04,0.10,0.04,0.03,0.03,0.12,16.08,16.11,16.10,16.15,16.09,16.05,0.08,0.22,0.10,0.06,0.07,0.26,0.04,0.10,0.04,0.03,0.03,0.12
ot|OT_ostta04g02230|gb|CEF97561.1,4,3,198.24,OT_ostta04g02230,Coil [O. tauri],373543.97,449453.3981,318497.6436,372303.9063,377018.7563,437614.7906,556226.3562,505091.5621,452315.5968,150357.6124,378015.436,361937.3409,369120.0695,355685.1985,387138.0838,295117.5498,412307.4359,419661.6095,414443.3317,330736.8388,359381.4792,359198.2662,382537.8408,443419.141,315430.2528,379086.8286,443467.8952,386072.3384,481752.1569,190466.7546,495465.2866,420570.0908,315461.8914,376997.7377,413102.479,450093.0981,337564.517,407026.6471,371525.1543,83723.51615,385760.8677,482690.6227,405123.9814,439451.2551,436421.0169,444355.3875,339747.0377,423328.758,339288.3902,383094.988,398496.909,466647.8486,382537.8408,334396.9327,376306.9794,478869.8572,423230.4433,425393.9452,319130.1408,180131.9089,,,,,,,,,4,8,1.134840062,1.10,1.03,9.99E-01,1.00E+00,9.88E-01,9.93E-01,2.70E-01,3,378164,420321,370379,374453,371993,376169,46635,158003,12529,57622,46731,112104,20856,70661,5603,25769,20899,50134,13.53,13.55,13.51,13.52,13.51,13.48,0.12,0.53,0.03,0.16,0.12,0.37,0.05,0.24,0.02,0.07,0.06,0.16,12.84,12.86,12.82,12.82,12.82,12.79,0.12,0.53,0.03,0.16,0.12,0.37,0.05,0.24,0.02,0.07,0.06,0.16
