ID	default.pvalue
244901_at	0.658378150639524
244902_at	0.233040083109105
244903_at	0.363839537321446
244904_at	0.431606046502699
244905_at	0.0368686147030097
244906_at	0.186268906100559
244907_at	0.270176178241341
244908_at	0.435211697443804
244909_at	0.874196104474456
244910_s_at	0.394281575084903
244911_at	0.622446498035259
244912_at	0.401895405208436
244913_at	0.728980781633311
244914_at	0.81788792954848
244915_s_at	0.283417122528487
244916_at	0.708271556394764
244917_at	0.242095877951723
244918_at	0.445329613650703
244919_at	0.720293106210909
244920_s_at	0.0760625370815255
244921_s_at	0.194265223597796
244922_s_at	0.0941303550322847
244923_s_at	0.337798001105345
244924_at	0.923720101361804
244925_at	0.478298748768529
244926_s_at	0.682776602465385
244927_at	0.860033705126133
244928_s_at	0.713908308248708
244929_at	0.096077610034266
244930_at	0.473117851834874
244931_at	0.339835645529219
244932_at	0.84270965228786
244933_at	0.890754204527853
244934_at	0.860967904261071
244935_at	0.84039119031805
244936_at	0.0604355110681515
244937_at	0.092286801552081
244938_at	0.789558622338053
244939_at	0.579190461223084
244940_at	0.079509317591242
244941_at	0.928928134137241
244942_at	0.268582968392252
244943_at	0.272122806229308
244944_s_at	0.857886803924514
244945_at	0.638741593710023
244946_at	0.799516088558884
244947_at	0.908863025768271
244948_at	0.789486021188456
244949_at	0.866644798313079
244950_at	0.35707318091505
244951_s_at	0.853253712908803
244952_at	0.332731262040702
244953_s_at	0.529224718537565
244954_s_at	0.718466114322278
244955_at	0.261923615804271
244956_s_at	0.0344316177598185
244957_at	0.917776257039302
244958_at	0.282721559179686
244959_s_at	0.865656852974383
244960_at	0.55269598959633
244961_at	0.917474055863948
244962_at	0.716309374414632
244963_at	0.50026987966178
244964_at	0.192648281601874
244965_at	0.538055753043215
244966_at	0.648188004966902
244967_at	0.767229863930791
244968_at	0.0111220263164491
244969_at	0.0123944429849219
244970_at	0.767904261383227
244971_at	0.441473187952623
244972_at	0.805728516924936
244973_at	0.761213496135483
244974_at	0.826822541543632
244975_at	0.080734646248647
244976_at	0.903920887593767
244977_at	0.866730271921992
244978_at	0.597341285512011
244979_at	0.358612446200015
244980_at	0.238743457413356
244981_at	0.0807205698766961
244982_at	0.152419839790516
244983_at	0.891604411577666
244984_at	0.436036705580647
244985_at	0.191899947660278
244986_at	0.242382525848419
244987_s_at	0.846917346561928
244988_s_at	0.473443592023882
244989_s_at	0.566740835240549
244990_s_at	0.838649757608337
244991_s_at	0.599969779476484
244992_s_at	0.66927800543894
244993_s_at	0.895313988259486
244994_at	0.687969747130838
244995_at	0.91451075079979
244996_at	0.14400396129815
244997_at	0.26963232833645
244998_at	0.113619294036836
244999_at	0.697126463977789
245000_at	0.743787571920874
245001_at	0.922333377493764
245002_at	0.692330092707256
245003_at	0.80795608052826
245004_at	0.487189062694315
245005_at	0.582211926801047
245006_at	0.908701454667598
245007_at	0.619479674176827
245008_at	0.517700963228862
245009_at	0.0141318956849152
245010_at	0.498670243480856
245011_at	0.657423969669096
245012_at	0.843030298029845
245013_at	0.823870777944294
245014_at	0.887353548680993
245015_at	0.757408039665215
245016_at	0.854921597753161
245017_at	0.594169689811038
245018_at	0.563709319787803
245019_at	0.636920811001253
245020_at	0.896534853842575
245021_at	0.235277550092879
245022_at	0.0409415521647951
245023_at	0.546424593813443
245024_at	0.327169714439313
245025_at	0.350309610814557
245026_at	0.845124774721173
245027_at	0.618846303612912
245028_at	0.720675547103958
245029_at	0.221365335639049
245030_at	0.425179957716076
245031_at	0.425827243816713
245032_at	0.889859168281513
245033_at	0.613020791954505
245034_at	0.436956082836755
245035_at	0.70418822789058
245036_at	0.56880113397512
245037_at	0.692017174359373
245038_at	0.0299817823367805
245039_at	0.767987376394074
245040_at	0.658919994844074
245041_at	0.771029892650245
245042_at	0.00577825141353643
245043_at	0.00594806127558932
245044_at	0.931752084335844
245045_at	0.377179991549388
245046_at	0.035968586629089
245047_at	0.705266327071451
245048_at	0.399901183843097
245049_at	0.880685328924832
245050_at	0.392427628134292
245051_at	0.00915733313559766
245052_at	0.00142287701355868
245053_at	0.511781011874665
245054_at	0.347009806532515
245055_at	0.041321570687674
245056_at	0.14763530167048
245057_at	0.843020876782875
245058_at	0.105218135228791
245059_at	0.066387391223219
245060_at	0.400069062076181
245061_at	0.843278834575785
245062_at	0.0322127904534635
245063_at	0.0858239911451887
245064_at	0.00613448250078867
245065_at	0.307470475393587
245066_at	0.404313933539524
245067_at	0.370710042727512
245068_at	0.324966502580398
245069_at	0.0840429219070604
245070_at	0.0787870282048766
245071_at	0.201390776927281
245072_s_at	0.0441981867329593
245073_at	0.487224716468724
245074_at	0.220509851804397
245075_at	0.18119859530359
245076_at	0.86120197563016
245077_at	0.921032481562826
245078_at	0.00120770904957441
245079_at	0.910407448460407
245080_at	0.887212776131812
245081_at	0.242487243009297
