ID	default.pvalue	period	phase	amplitude
AT1G01030	0.979784521030968	25	4.8023471146368	2.91342709702917
AT1G01120	0.145749265198249	23.5714285714286	1.2718066745512	3.26962269668904
AT1G01140	0.178075459694249	23.7484355444305	12.9093168886637	6.89525785771295
AT1G01180	0.0760905456427755	24.6749024707412	19.5095138671486	6.26920310939771
AT1G01240	0.636870117177606	24.7392438070404	4.4633106054419	4.17057288615296
AT1G01260	0.999999999999985	25	21.1218922820362	6.47061213816142
AT1G01300	0.00226668845312716	23.9281210592686	12.1684030923067	9.42524880567848
AT1G01360	0.999999626235865	25	18.2590510866896	8.91956426922031
AT1G01430	0.0152558953229198	25	3.26750550736	7.5411400561154
AT1G01490	0.999961645445923	25	3.2901076905786	9.81678333815187
AT1G01520	0.0562443506216406	23.6694386694387	2.7786187866535	3.2426451891584
AT1G01540	1	23.9080218395632	13.4084794814834	14.689264633112
AT1G01550	0.100743434845638	25	2.6906606824224	7.11052416792907
AT1G01570	0.105416501693475	25	9.4926487838393	2.9364242271985
AT1G01600	0.999999999658048	25	10.8931700111035	2.32407782480503
AT1G01630	0.0384811376347605	23.7881320518178	21.4910031374684	3.46806846708065
AT1G01690	0.879614084840339	24.4208494208494	8.8276643637432	2.95074318335344
AT1G01730	0.889452167532471	23	12.5112188812602	4.89303755386327
AT1G01790	1	23	7.3906778900022	7.22932828107139
AT1G01800	1	23	3.5841602992424	8.89090907384676
AT1G01830	0.226689851106421	25	10.678974733359	5.00252827261641
AT1G02000	0.0280792279934106	23.8080301129235	12.2504186170179	9.35078737450925
AT1G02080	0.999999999999183	24.2750533049041	2.9800166861567	9.11807548431802
AT1G02110	0.999697819143414	25	2.2782630676055	2.47970173548646
AT1G02150	0.235242532205898	23.3012689316414	3.4816300273605	9.61241164280894
AT1G02170	0.999993090308576	25	9.0842821315994	9.02886825420954
AT1G02205	0.0657954181006439	24.6963123644252	4.2434463844981	2.4368518035302
AT1G02300	0.00427769991206384	24.9780605528741	10.6889971092089	3.33945109714132
AT1G02380	0.889559881363698	25	20.1242521321881	2.99383799147033
AT1G02390	0.996453311178731	25	21.9999404468617	2.55688060705115
AT1G02400	0.00399214648168678	24.7392438070404	0.892718266019301	2.23361057691179
AT1G02500	0.999998816000561	25	2.1404120366104	7.08588965915752
AT1G02560	0.014795660509156	24.0697674418605	3.644711738459	9.66878723618061
AT1G02650	0.542985927615016	25	3.8971926585205	3.81627136546019
AT1G02660	0.0493412336872238	24.0494296577947	1.1011360602852	6.47461560052964
AT1G02720	0.261172150420627	25	21.3700579548052	7.97729534378498
AT1G03030	0.755295488964104	23.9684210526316	12.0609199442688	6.40420472269695
AT1G03090	0.387682332038359	25	11.5188746000503	8.21675181958282
AT1G03220	0.99999999941099	25	3.1295840876205	9.10212603200838
AT1G03230	0.431419844270869	23.8279614901633	9.7785744114644	7.68540969439448
AT1G03440	0.999998135590739	25	18.0073149355113	10.4702709259407
AT1G03610	0.146535056085506	24.2337164750958	14.7817443606729	7.14130844442155
AT1G03740	0.999999999998282	25	13.3955040358249	5.13967700518106
AT1G03930	0.973868969612488	24.0697674418605	15.5945377676328	5.95778440789787
AT1G04170	0.841391587637241	24.0697674418605	3.7745892829714	6.46142768327106
