Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
A0A3L5TNY6	104	25.08	26.48	761033
A0A3L5TNY9	274	22.83	25.07	761033
A0A3L5TP63	206	23.3	26.4	761033
A0A3L5TPC8	136	26.51	30.37	761033
A0A3L5TPG4	151	26.76	29.84	761033
A0A3L5TPP4	255	24.33	26.64	761033
A0A3L5TPW1	1442	21.67	24.56	761033
A0A3L5TPW5	338	23.18	25.74	761033
A0A3L5TPW6	174	25.15	27	761033
A0A3L5TPW7	223	24.39	26.59	761033
A0A3L5TPW8	79	24.72	26.71	761033
A0A3L5TPW9	73	22.44	25.23	761033
A0A3L5TPX0	367	23.37	25.84	761033
A0A3L5TPX7	173	24.68	27.03	761033
A0A3L5TPX9	245	23.71	25.91	761033
A0A3L5TPY2	196	26.87	30.19	761033
A0A3L5TPY3	86	24.51	27.15	761033
A0A3L5TPY4	448	21.9	24.43	761033
A0A3L5TPY5	112	25.18	27.77	761033
A0A3L5TPZ0	159	24.58	28.09	761033
A0A3L5TPZ3	419	23.32	25.73	761033
A0A3L5TPZ5	170	22.57	25.17	761033
A0A3L5TPZ6	169	24.5	27	761033
A0A3L5TPZ7	426	23.48	25.54	761033
A0A3L5TPZ9	426	23.28	25.46	761033
A0A3L5TQ00	176	22.84	24.93	761033
A0A3L5TQ02	251	25.48	27.41	761033
A0A3L5TQ06	175	24.05	26.35	761033
A0A3L5TQ07	195	25.42	27.63	761033
A0A3L5TQ08	339	25.25	27.53	761033
A0A3L5TQ10	107	25.16	27.89	761033
A0A3L5TQ11	126	27.01	29.36	761033
A0A3L5TQ12	113	26.22	28.98	761033
A0A3L5TQ13	80	23.79	25.34	761033
A0A3L5TQ16	102	25.2	27.85	761033
A0A3L5TQ20	603	23.77	26.22	761033
A0A3L5TQ22	274	23.99	26.63	761033
A0A3L5TQ23	621	21.64	23.47	761033
A0A3L5TQ24	116	18.91	19.53	761033
A0A3L5TQ27	126	22.18	24.83	761033
A0A3L5TQ28	385	23.37	25.36	761033
A0A3L5TQ29	421	23.75	26.13	761033
A0A3L5TQ30	436	23.8	27.26	761033
A0A3L5TQ32	100	25.67	28.59	761033
A0A3L5TQ33	185	24.36	26.83	761033
A0A3L5TQ34	124	23.83	26.2	761033
A0A3L5TQ36	248	25.44	27.97	761033
A0A3L5TQ38	545	22.35	24.19	761033
A0A3L5TQ39	162	24.48	26.47	761033
A0A3L5TQ40	147	24.91	28.72	761033
A0A3L5TQ41	238	24	26.87	761033
A0A3L5TQ43	620	24.95	27.28	761033
A0A3L5TQ44	149	22.66	24.24	761033
A0A3L5TQ45	375	21.24	23	761033
A0A3L5TQ46	424	23.71	26.23	761033
A0A3L5TQ47	66	26.76	30.07	761033
A0A3L5TQ48	80	23.46	26.68	761033
A0A3L5TQ49	98	21.81	23.8	761033
A0A3L5TQ50	190	22.65	25.53	761033
A0A3L5TQ51	275	23.07	25.31	761033
A0A3L5TQ52	127	24.04	26.52	761033
A0A3L5TQ53	148	24.45	27.12	761033
A0A3L5TQ54	82	22.07	24.84	761033
A0A3L5TQ55	99	24.62	27.54	761033
A0A3L5TQ56	105	24.01	26.6	761033
A0A3L5TQ57	198	22.31	25.14	761033
A0A3L5TQ59	316	24.23	26.63	761033
A0A3L5TQ60	276	23.79	26.08	761033
A0A3L5TQ61	470	22.57	25.07	761033
A0A3L5TQ63	167	22.38	25.5	761033
A0A3L5TQ65	127	24.14	26.78	761033
A0A3L5TQ66	693	22.21	24.15	761033
A0A3L5TQ67	270	23.26	25.35	761033
A0A3L5TQ69	547	23.96	26.19	761033
A0A3L5TQ70	510	24.69	26.68	761033
A0A3L5TQ71	200	20.26	22.75	761033
A0A3L5TQ72	160	23.94	26.56	761033
A0A3L5TQ74	501	22.47	24.22	761033
A0A3L5TQ75	144	26.04	29.59	761033
A0A3L5TQ77	561	20.55	21.75	761033
A0A3L5TQ78	281	23.43	26.05	761033
A0A3L5TQ79	720	22.31	24.53	761033
A0A3L5TQ81	320	24.09	26.46	761033
A0A3L5TQ82	340	23.94	27.29	761033
A0A3L5TQ84	174	21.61	23.17	761033
A0A3L5TQ85	298	21.3	23.4	761033
A0A3L5TQ87	99	23.87	26.99	761033
A0A3L5TQ88	353	24.82	27.75	761033
A0A3L5TQ89	403	23.19	25.55	761033
A0A3L5TQ91	428	23.7	25.66	761033
A0A3L5TQ92	61	23.74	25.98	761033
A0A3L5TQ94	182	23.44	26.09	761033
A0A3L5TQ95	179	23.38	25.16	761033
A0A3L5TQ98	195	22.62	25.7	761033
A0A3L5TQ99	622	24.47	26.67	761033
A0A3L5TQA0	217	22.41	24.95	761033
A0A3L5TQA1	446	24.47	26.93	761033
A0A3L5TQA3	171	23.97	26.38	761033
A0A3L5TQA4	391	23.29	25.08	761033
A0A3L5TQA6	51	26.09	29.79	761033
A0A3L5TQA8	114	24.06	26.82	761033
A0A3L5TQA9	245	25.85	29.49	761033
A0A3L5TQB0	164	21.24	22.98	761033
A0A3L5TQB2	319	22.34	24.98	761033
A0A3L5TQB3	153	23.82	26.52	761033
A0A3L5TQB4	125	24.12	26.24	761033
A0A3L5TQB5	330	23.47	25.82	761033
A0A3L5TQB6	75	21.81	22.31	761033
A0A3L5TQB8	606	24.31	27.31	761033
A0A3L5TQB9	190	24.32	27.26	761033
A0A3L5TQC0	211	21.2	24.43	761033
A0A3L5TQC1	355	26.04	28.43	761033
A0A3L5TQC2	240	22.5	24.55	761033
A0A3L5TQC3	156	23.41	26.33	761033
A0A3L5TQC4	167	25.05	26.78	761033
A0A3L5TQC5	268	22.47	24.98	761033
A0A3L5TQC6	250	22.46	24.52	761033
A0A3L5TQC7	211	24.08	26.65	761033
A0A3L5TQC8	171	21.66	23.8	761033
A0A3L5TQC9	197	23.34	25.47	761033
A0A3L5TQD0	199	25.14	27.88	761033
A0A3L5TQD1	134	23.57	25.76	761033
A0A3L5TQD3	209	21.76	23.48	761033
A0A3L5TQD4	77	24.03	26.56	761033
A0A3L5TQD5	301	23.33	26.15	761033
A0A3L5TQD6	122	23.71	26.33	761033
A0A3L5TQD7	101	22.35	25.79	761033
A0A3L5TQD9	335	24.38	27.82	761033
A0A3L5TQE0	114	21.8	22.76	761033
A0A3L5TQE1	411	22.39	24.1	761033
A0A3L5TQE2	108	24.29	27.26	761033
A0A3L5TQE3	122	25.4	27.97	761033
A0A3L5TQE4	382	22.87	25.1	761033
A0A3L5TQE5	68	27.29	30.54	761033
A0A3L5TQE6	99	24.44	27.54	761033
A0A3L5TQE8	290	24.05	26.59	761033
A0A3L5TQE9	381	22.97	25.41	761033
A0A3L5TQF4	309	25.09	28.24	761033
A0A3L5TQF5	280	23.64	25.85	761033
A0A3L5TQF7	261	23.38	25.66	761033
A0A3L5TQF8	106	24.94	27.05	761033
A0A3L5TQF9	70	24.29	26.19	761033
A0A3L5TQG0	133	23.06	24.7	761033
A0A3L5TQG1	117	23.42	26.44	761033
A0A3L5TQG3	432	22.37	24.34	761033
A0A3L5TQG6	315	21.86	23.27	761033
A0A3L5TQG8	186	22.81	25.27	761033
A0A3L5TQG9	103	25.33	27.72	761033
A0A3L5TQH0	74	25.1	29.17	761033
A0A3L5TQH1	70	22.61	25.69	761033
A0A3L5TQH2	712	23.36	25.69	761033
A0A3L5TQH3	256	24.52	27.11	761033
A0A3L5TQH5	71	26.82	31.36	761033
A0A3L5TQH6	75	20.37	23.33	761033
A0A3L5TQH8	89	23.23	25.57	761033
A0A3L5TQI0	102	23.74	26.92	761033
A0A3L5TQI2	243	23.49	25.77	761033
A0A3L5TQI3	291	23.89	26.25	761033
A0A3L5TQI4	183	23.61	26.9	761033
A0A3L5TQI5	248	22.39	24.6	761033
A0A3L5TQI6	216	25.43	27.1	761033
A0A3L5TQI8	190	23.29	25.79	761033
A0A3L5TQJ0	243	24.41	26.83	761033
A0A3L5TQJ1	229	24.89	27.69	761033
A0A3L5TQJ3	64	24.07	25.62	761033
A0A3L5TQJ4	79	23.57	26.36	761033
A0A3L5TQJ6	279	23.49	26.49	761033
A0A3L5TQJ7	213	23.47	26.21	761033
A0A3L5TQJ8	180	24.1	26.19	761033
A0A3L5TQK0	110	22.29	25.07	761033
A0A3L5TQK1	265	23.71	26.38	761033
A0A3L5TQK2	228	21.42	23.68	761033
A0A3L5TQK5	152	23.07	25.34	761033
A0A3L5TQK6	61	25.71	28.73	761033
A0A3L5TQK8	211	23.79	25.51	761033
A0A3L5TQK9	163	23.87	26.86	761033
A0A3L5TQL0	237	23.06	25.43	761033
A0A3L5TQL1	641	23.74	26.49	761033
A0A3L5TQL2	134	22.88	25.16	761033
A0A3L5TQL3	212	21.62	23.55	761033
A0A3L5TQL5	203	24.31	26.86	761033
A0A3L5TQM0	311	24.6	27.1	761033
A0A3L5TQM1	158	21.96	23.37	761033
A0A3L5TQM2	258	23.9	25.94	761033
A0A3L5TQM3	116	22.55	26.35	761033
A0A3L5TQM5	165	28.04	31.56	761033
A0A3L5TQM6	137	25.69	28.48	761033
A0A3L5TQM7	174	21.58	23.59	761033
A0A3L5TQM8	118	25.41	27.12	761033
A0A3L5TQN1	301	24.14	26.91	761033
A0A3L5TQN2	204	25.74	27.74	761033
A0A3L5TQN3	209	24.23	26.59	761033
A0A3L5TQN4	166	22.14	24.92	761033
A0A3L5TQN5	210	24.7	27.62	761033
A0A3L5TQN7	133	23.08	26.3	761033
A0A3L5TQN8	334	23.83	26.33	761033
A0A3L5TQN9	259	25.31	28.28	761033
A0A3L5TQP1	145	25.76	29.29	761033
A0A3L5TQP3	327	23.83	26.02	761033
A0A3L5TQP4	650	21.62	23.62	761033
A0A3L5TQP5	445	23.46	25.11	761033
A0A3L5TQP6	187	24.21	27.43	761033
A0A3L5TQP8	161	22.56	25.25	761033
A0A3L5TQP9	464	24.05	26.54	761033
A0A3L5TQQ0	249	23.48	26.71	761033
A0A3L5TQQ1	95	24.86	27.09	761033
A0A3L5TQQ4	172	24.1	26.15	761033
A0A3L5TQQ6	222	25.89	28.33	761033
A0A3L5TQQ7	67	24.2	26.57	761033
A0A3L5TQQ8	195	23.02	25.37	761033
A0A3L5TQQ9	355	24.22	27.59	761033
A0A3L5TQR1	132	22.27	24.16	761033
A0A3L5TQR2	101	25.65	28.69	761033
A0A3L5TQR3	79	22.33	23.68	761033
A0A3L5TQR6	516	22.37	24.15	761033
A0A3L5TQR8	499	23.38	25.59	761033
A0A3L5TQR9	123	24.63	26.17	761033
A0A3L5TQS1	126	25.48	27.84	761033
A0A3L5TQS2	181	22.77	25.63	761033
A0A3L5TQS3	324	23.21	25.82	761033
A0A3L5TQS4	658	23.34	25.92	761033
A0A3L5TQS5	235	23.97	26.23	761033
A0A3L5TQS6	324	23.1	25.23	761033
A0A3L5TQS9	175	26.7	30.39	761033
A0A3L5TQT0	339	28.9	32.56	761033
A0A3L5TQT2	122	29.38	33.54	761033
A0A3L5TQT3	232	22.07	24.49	761033
A0A3L5TQT4	82	26.13	29.29	761033
A0A3L5TQT5	444	24.11	26.66	761033
A0A3L5TQT6	115	25.48	26.74	761033
A0A3L5TQT7	125	27.46	31.29	761033
A0A3L5TQU0	164	23.97	25.81	761033
A0A3L5TQU2	292	23.56	25.85	761033
A0A3L5TQU4	328	24.39	26.62	761033
A0A3L5TQU5	112	22.64	25.44	761033
A0A3L5TQU6	397	24.22	26.49	761033
A0A3L5TQU7	332	24.15	26.58	761033
A0A3L5TQU8	183	25.05	27.49	761033
A0A3L5TQU9	77	23.94	25.71	761033
A0A3L5TQV1	612	24.34	27.38	761033
A0A3L5TQV4	150	20.93	22.86	761033
A0A3L5TQV5	932	22.59	24.83	761033
A0A3L5TQV6	178	23.23	25.49	761033
A0A3L5TQV7	155	24.65	27.55	761033
A0A3L5TQV9	122	26.34	29.71	761033
A0A3L5TQW0	67	24.12	26.73	761033
A0A3L5TQW1	249	23.69	25.61	761033
A0A3L5TQW2	169	22.16	24.74	761033
A0A3L5TQW4	85	23.65	26.44	761033
A0A3L5TQW5	417	23.67	27.19	761033
A0A3L5TQW6	200	22.99	25.09	761033
